cycle_id,tooth_type,cutting_edge,metric_name,metric_value
20,end,2,wear_area,0.0949
20,end,3,vbmax,0.1493
20,end,3,wear_area,0.1092
20,end,4,vbmax,0.1732
20,end,4,wear_area,0.1055
21,end,1,vbmax,0.0537
21,end,1,wear_area,0.0249
21,end,2,vbmax,0.0716
21,end,2,wear_area,0.0326
21,end,3,vbmax,0.0716
21,end,3,wear_area,0.0386
21,end,4,vbmax,0.0897
21,end,4,wear_area,0.0248
22,end,1,vbmax,0.0608
22,end,1,wear_area,0.0271
22,end,2,vbmax,0.054
22,end,2,wear_area,0.0361
22,end,3,vbmax,0.0725
22,end,3,wear_area,0.0391
22,end,4,vbmax,0.1067
22,end,4,wear_area,0.0433
23,end,1,vbmax,0.0659
23,end,1,wear_area,0.0337
23,end,2,vbmax,0.0656
23,end,2,wear_area,0.0371
23,end,3,vbmax,0.0726
23,end,3,wear_area,0.0397
23,end,4,vbmax,0.1086
23,end,4,wear_area,0.0465
24,end,1,vbmax,0.0776
24,end,1,wear_area,0.0338
24,end,2,vbmax,0.0726
24,end,2,wear_area,0.0391
24,end,3,vbmax,0.0776
24,end,3,wear_area,0.0215
24,end,4,vbmax,0.1096
24,end,4,wear_area,0.0321
25,end,1,vbmax,0.0776
25,end,1,wear_area,0.0226
25,end,2,vbmax,0.0728
25,end,2,wear_area,0.0233
25,end,3,vbmax,0.0776
25,end,3,wear_area,0.0169
25,end,4,vbmax,0.0897
25,end,4,wear_area,0.0242
26,end,1,vbmax,0.0719
26,end,1,wear_area,0.025
26,end,2,vbmax,0.0736
26,end,2,wear_area,0.0323
26,end,3,vbmax,0.0778
26,end,3,wear_area,0.0298
26,end,4,vbmax,0.0776
26,end,4,wear_area,0.0262
27,end,1,vbmax,0.0778
27,end,1,wear_area,0.0313
27,end,2,vbmax,0.0778
27,end,2,wear_area,0.0372
27,end,3,vbmax,0.0838
27,end,3,wear_area,0.0345
27,end,4,vbmax,0.0836
27,end,4,wear_area,0.0282
28,end,1,vbmax,0.0838
28,end,1,wear_area,0.0346
28,end,2,vbmax,0.0876
28,end,2,wear_area,0.0389
28,end,3,vbmax,0.0836
28,end,3,wear_area,0.0408
28,end,4,vbmax,0.0895
28,end,4,wear_area,0.0311
29,end,1,vbmax,0.0838
29,end,1,wear_area,0.0378
29,end,2,vbmax,0.0897
29,end,2,wear_area,0.0477
29,end,3,vbmax,0.0838
29,end,3,wear_area,0.041
29,end,4,vbmax,0.0897
29,end,4,wear_area,0.0367
30,end,1,vbmax,0.0844
30,end,1,wear_area,0.0388
30,end,2,vbmax,0.0901
30,end,2,wear_area,0.0487
30,end,3,vbmax,0.0897
30,end,3,wear_area,0.0446
30,end,4,vbmax,0.0962
30,end,4,wear_area,0.0379
31,end,1,vbmax,0.0659
31,end,1,wear_area,0.0313
31,end,2,vbmax,0.0955
31,end,2,wear_area,0.0437
31,end,3,vbmax,0.0836
31,end,3,wear_area,0.0308
31,end,4,vbmax,0.1016
31,end,4,wear_area,0.0257
32,end,1,vbmax,0.0716
32,end,1,wear_area,0.0382
32,end,2,vbmax,0.1016
32,end,2,wear_area,0.0335
32,end,3,vbmax,0.0895
32,end,3,wear_area,0.0283
32,end,4,vbmax,0.1015
32,end,4,wear_area,0.0337
33,end,1,vbmax,0.0597
33,end,1,wear_area,0.0391
33,end,2,vbmax,0.0667
33,end,2,wear_area,0.027
33,end,3,vbmax,0.0955
33,end,3,wear_area,0.0262
33,end,4,vbmax,0.0836
33,end,4,wear_area,0.0281
34,end,1,vbmax,0.0836
34,end,1,wear_area,0.037
34,end,2,vbmax,0.065
34,end,2,wear_area,0.0204
34,end,3,vbmax,0.0844
34,end,3,wear_area,0.0286
34,end,4,vbmax,0.1
34,end,4,wear_area,0.0186
35,end,1,vbmax,0.0807
35,end,1,wear_area,0.0297
35,end,2,vbmax,0.0903
35,end,2,wear_area,0.0255
35,end,3,vbmax,0.0897
35,end,3,wear_area,0.0372
35,end,4,vbmax,0.1255
35,end,4,wear_area,0.0318
36,end,1,vbmax,0.0903
36,end,1,wear_area,0.0293
36,end,2,vbmax,0.0716
36,end,2,wear_area,0.0196
36,end,3,vbmax,0.0957
36,end,3,wear_area,0.0398
36,end,4,vbmax,0.0836
36,end,4,wear_area,0.0272
37,end,1,vbmax,0.1675
37,end,1,wear_area,0.0669
37,end,2,vbmax,0.0659
37,end,2,wear_area,0.0248
37,end,3,vbmax,0.1001
37,end,3,wear_area,0.0333
37,end,4,vbmax,0.0566
37,end,4,wear_area,0.0364
38,end,1,vbmax,0.0726
38,end,1,wear_area,0.0377
38,end,2,vbmax,0.1081
38,end,2,wear_area,0.0359
38,end,3,vbmax,0.0785
38,end,3,wear_area,0.032
38,end,4,vbmax,0.0719
38,end,4,wear_area,0.0482
39,end,1,vbmax,0.0716
39,end,1,wear_area,0.0263
39,end,2,vbmax,0.1122
39,end,2,wear_area,0.044
39,end,3,vbmax,0.0836
39,end,3,wear_area,0.0284
39,end,4,vbmax,0.1259
39,end,4,wear_area,0.0335
40,end,1,vbmax,0.1266
40,end,1,wear_area,0.0305
40,end,2,vbmax,0.1076
40,end,2,wear_area,0.0239
40,end,3,vbmax,0.1194
40,end,3,wear_area,0.0279
40,end,4,vbmax,0.0844
40,end,4,wear_area,0.0266
41,end,1,vbmax,0.103
41,end,1,wear_area,0.0592
41,end,2,vbmax,0.0422
41,end,2,wear_area,0.0212
41,end,3,vbmax,0.0955
41,end,3,wear_area,0.029
41,end,4,vbmax,0.1838
41,end,4,wear_area,0.0312
42,end,1,vbmax,0.0719
42,end,1,wear_area,0.0377
42,end,2,vbmax,0.0716
42,end,2,wear_area,0.0276
42,end,3,vbmax,0.0659
42,end,3,wear_area,0.0319
42,end,4,vbmax,0.0994
42,end,4,wear_area,0.0193
43,end,1,vbmax,0.0957
43,end,1,wear_area,0.0331
43,end,2,vbmax,0.1148
43,end,2,wear_area,0.0295
43,end,3,vbmax,0.0719
43,end,3,wear_area,0.0216
43,end,4,vbmax,0.0776
43,end,4,wear_area,0.0219
44,end,1,vbmax,0.0903
44,end,1,wear_area,0.0323
44,end,2,vbmax,0.06
44,end,2,wear_area,0.0241
44,end,3,vbmax,0.0778
44,end,3,wear_area,0.0337
44,end,4,vbmax,0.0838
44,end,4,wear_area,0.0231
45,end,1,vbmax,0.0844
45,end,1,wear_area,0.053
45,end,2,vbmax,0.0608
45,end,2,wear_area,0.0342
45,end,3,vbmax,0.0838
45,end,3,wear_area,0.0356
45,end,4,vbmax,0.0895
45,end,4,wear_area,0.0325
46,end,1,vbmax,0.0537
46,end,1,wear_area,0.0312
46,end,2,vbmax,0.0838
46,end,2,wear_area,0.0287
46,end,3,vbmax,0.0656
46,end,3,wear_area,0.03214
46,end,4,vbmax,0.0597
46,end,4,wear_area,0.0303
47,end,1,vbmax,0.0738
47,end,1,wear_area,0.0401
47,end,2,vbmax,0.1015
47,end,2,wear_area,0.0475
47,end,3,vbmax,0.0776
47,end,3,wear_area,0.0339
47,end,4,vbmax,0.0659
47,end,4,wear_area,0.0313
48,end,1,vbmax,0.0778
48,end,1,wear_area,0.0357
48,end,2,vbmax,0.1194
48,end,2,wear_area,0.0395
48,end,3,vbmax,0.0957
48,end,3,wear_area,0.044
48,end,4,vbmax,0.0897
48,end,4,wear_area,0.0315
49,end,1,vbmax,0.0659
49,end,1,wear_area,0.0314
49,end,2,vbmax,0.0836
49,end,2,wear_area,0.0313
49,end,3,vbmax,0.0778
49,end,3,wear_area,0.0348
49,end,4,vbmax,0.0597
49,end,4,wear_area,0.0293
50,end,1,vbmax,0.0895
50,end,1,wear_area,0.0352
50,end,2,vbmax,0.0895
50,end,2,wear_area,0.034
50,end,3,vbmax,0.1074
50,end,3,wear_area,0.0349
50,end,4,vbmax,0.0955
50,end,4,wear_area,0.0286
51,end,1,vbmax,0.0895
51,end,1,wear_area,0.029
51,end,2,vbmax,0.0719
51,end,2,wear_area,0.0384
51,end,3,vbmax,0.0726
51,end,3,wear_area,0.0252
51,end,4,vbmax,0.0716
51,end,4,wear_area,0.032
52,end,1,vbmax,0.0776
52,end,1,wear_area,0.0401
52,end,2,vbmax,0.0895
52,end,2,wear_area,0.0239
52,end,3,vbmax,0.0778
52,end,3,wear_area,0.0262
52,end,4,vbmax,0.1135
52,end,4,wear_area,0.0441
53,end,1,vbmax,0.0719
53,end,1,wear_area,0.033
53,end,2,vbmax,0.0955
53,end,2,wear_area,0.0369
53,end,3,vbmax,0.0808
53,end,3,wear_area,0.037
53,end,4,vbmax,0.06
53,end,4,wear_area,0.0409
54,end,1,vbmax,0.1255
54,end,1,wear_area,0.0978
54,end,2,vbmax,0.0895
54,end,2,wear_area,0.0569
54,end,3,vbmax,0.0776
54,end,3,wear_area,0.0272
54,end,4,vbmax,0.6556
54,end,4,wear_area,0.0267
55,end,1,vbmax,0.1015
55,end,1,wear_area,0.0614
55,end,2,vbmax,0.0955
55,end,2,wear_area,0.0433
55,end,3,vbmax,0.0836
55,end,3,wear_area,0.0211
55,end,4,vbmax,0.1076
55,end,4,wear_area,0.026
56,end,1,vbmax,0.0955
56,end,1,wear_area,0.0409
56,end,2,vbmax,0.1434
56,end,2,wear_area,0.0645
56,end,3,vbmax,0.1432
56,end,3,wear_area,0.1128
56,end,4,vbmax,0.1492
56,end,4,wear_area,0.0644
57,end,1,vbmax,0.1074
57,end,1,wear_area,0.0527
57,end,2,vbmax,0.1373
57,end,2,wear_area,0.0569
57,end,3,vbmax,0.1493
57,end,3,wear_area,0.0897
57,end,4,vbmax,0.0659
57,end,4,wear_area,0.0376
58,end,1,vbmax,0.1433
58,end,1,wear_area,0.0697
58,end,2,vbmax,0.1136
58,end,2,wear_area,0.0533
58,end,3,vbmax,0.1492
58,end,3,wear_area,0.0511
58,end,4,vbmax,0.0836
58,end,4,wear_area,0.0457
59,end,1,vbmax,0.1015
59,end,1,wear_area,0.0536
59,end,2,vbmax,0.1015
59,end,2,wear_area,0.0825
59,end,3,vbmax,0.1074
59,end,3,wear_area,0.0485
59,end,4,vbmax,0.1076
59,end,4,wear_area,0.0399
60,end,1,vbmax,0.1076
60,end,1,wear_area,0.0492
60,end,2,vbmax,0.1432
60,end,2,wear_area,0.0776
60,end,3,vbmax,0.1255
60,end,3,wear_area,0.0444
60,end,4,vbmax,0.1199
60,end,4,wear_area,0.0519
61,end,1,vbmax,0.1076
61,end,1,wear_area,0.0534
61,end,2,vbmax,0.1373
61,end,2,wear_area,0.0661
61,end,3,vbmax,0.1076
61,end,3,wear_area,0.0371
61,end,4,vbmax,0.1314
61,end,4,wear_area,0.0593
62,end,1,vbmax,0.1134
62,end,1,wear_area,0.0648
62,end,2,vbmax,0.1314
62,end,2,wear_area,0.0673
62,end,3,vbmax,0.1255
62,end,3,wear_area,0.0554
62,end,4,vbmax,0.0659
62,end,4,wear_area,0.037
63,end,1,vbmax,0.0897
63,end,1,wear_area,0.0201
63,end,2,vbmax,0.0903
63,end,2,wear_area,0.0348
63,end,3,vbmax,0.912
63,end,3,wear_area,0.343
63,end,4,vbmax,0.0912
63,end,4,wear_area,0.0362
64,end,1,vbmax,0.1318
64,end,1,wear_area,0.0568
64,end,2,vbmax,0.0785
64,end,2,wear_area,0.0444
64,end,3,vbmax,0.0838
64,end,3,wear_area,0.0431
64,end,4,vbmax,0.0903
64,end,4,wear_area,0.0337
65,end,1,vbmax,0.0838
65,end,1,wear_area,0.0261
65,end,2,vbmax,0.1194
65,end,2,wear_area,0.0401
65,end,3,vbmax,0.1081
65,end,3,wear_area,0.0418
65,end,4,vbmax,0.0838
65,end,4,wear_area,0.0422
66,end,1,vbmax,0.0838
66,end,1,wear_area,0.0363
66,end,2,vbmax,0.0957
66,end,2,wear_area,0.0346
66,end,3,vbmax,0.0897
66,end,3,wear_area,0.0328
66,end,4,vbmax,0.0726
66,end,4,wear_area,0.0341
67,end,1,vbmax,0.1021
67,end,1,wear_area,0.0368
67,end,2,vbmax,0.1081
67,end,2,wear_area,0.0402
67,end,3,vbmax,0.1194
67,end,3,wear_area,0.0436
67,end,4,vbmax,0.1015
67,end,4,wear_area,0.037
68,end,1,vbmax,0.1194
68,end,1,wear_area,0.055
68,end,2,vbmax,0.1255
68,end,2,wear_area,0.0486
68,end,3,vbmax,0.1136
68,end,3,wear_area,0.0506
68,end,4,vbmax,0.0836
68,end,4,wear_area,0.0418
